Provider CCN,Hospital Name,Fiscal Year Begin Date,Fiscal Year End Date,number_of_beds
192011,PAM SPECIALTY HOSPITAL OF SHREVEPORT,2021-09-01,2022-08-31,54
192032,LA EXTENDED CARE OF LAFAYETTE,2021-09-01,2022-08-31,66
192055,LA EXTENDED CARE OF WEST MONROE,2021-09-01,2022-08-31,21
240207,FAIRVIEW RIDGES HOSPITAL,2021-01-01,2021-12-31,172
252008,KPC PROMISE HOSPITAL OF VICKSBURG,2021-09-01,2022-08-31,35
271332,GLENDIVE MEDICAL CENTER INC,2021-07-01,2022-06-30,61
330202,NYC HEALTH+HOSPITAL/KINGS COUNTY,2021-07-01,2022-06-30,634
370016,BASS BAPTIST HEALTH CENTER,2021-07-01,2022-06-30,110
441323,BIG SOUTH FORK MEDICAL CENTER,2021-06-30,2021-12-31,25
500011,HIGHLINE MEDICAL CENTER,2021-07-01,2022-06-30,110
500021,ST CLARE HOSPITAL,2021-07-01,2022-06-30,106
52050,KINDRED HOSPITAL SOUTH BAY,2021-09-01,2022-08-31,62
61308,CONEJOS COUNTY HOSPITAL,2021-07-01,2022-06-30,17
140019,HSHS GOOD SHEPHERD HOSPITAL,2021-07-01,2022-06-30,30
172004,KPC PROMISE HOSPITAL OF OVERLAND PK,2021-09-01,2022-08-31,108
241301,LAKEWOOD HEALTH CENTER,2021-07-01,2022-06-30,47
312022,SSH WILLINGBORO,2021-09-01,2022-08-31,69
320005,SAN JUAN REGIONAL MEDICAL CENTER,2021-07-01,2022-06-30,207
381319,ST. ANTHONY HOSPITAL,2021-07-01,2022-06-30,25
390115,ARIA HEALTH,2021-07-01,2022-06-30,457
390160,CANONSBURG GENERAL HOSPITAL,2021-07-01,2022-06-30,104
390265,JEFFERSON REGIONAL MEDICAL CENTER,2021-07-01,2022-06-30,333
390266,GROVE CITY MEDICAL CENTER,2021-07-01,2022-06-30,67
390267,FORBES REGIONAL HOSPITAL,2021-07-01,2022-06-30,290
393038,MAGEE REHABILITATION HOSPITAL,2021-07-01,2022-06-30,83
394008,FRIENDS BEHAVIORAL HEALTH SYSTEM,2021-01-01,2021-12-31,192
450690,UT HEALTH CENTER AT TYLER,2021-09-01,2022-08-31,130
451322,GRIMES ST. JOSEPH HEALTH CENTER,2021-07-01,2022-06-30,15
452067,KPC PROMISE HOSPITAL OF DALLAS,2021-09-01,2022-08-31,66
452068,KPC PROMISE HOSPITAL OF WICHITA FALL,2021-09-01,2022-08-31,31
452073,KINDRED HOSPITAL SAN ANTONIO CENTRAL,2021-09-01,2022-08-31,44
520017,ST. JOSEPHS HOSPITAL,2021-07-01,2022-06-30,102
520116,WATERTOWN REGIONAL MEDICAL CENTER,2021-09-01,2022-08-31,91
32002,SSH - TUCSON,2021-09-01,2022-08-31,30
42004,CHRISTUS DUBUIS HOSPITAL OF HOT SPRI,2021-09-01,2022-08-31,27
42006,SSH - FORT SMITH,2021-09-01,2022-08-31,34
52032,KINDRED HOSPITAL LOS ANGELES,2021-09-01,2022-08-31,81
74011,CONNECTICUT MENTAL HEALTH CENTER,2021-07-01,2022-06-30,32
192035,LA EXTENDED CARE OF NATCHITOCHES,2021-09-01,2022-08-31,21
284003,LINCOLN REGIONAL CENTER,2021-07-01,2022-06-30,
362029,REGENCY HOSPITAL OF NORTH CENTRAL,2021-09-01,2022-08-31,87
453056,CHRISTUS TRINITY MOTHER FRANCES REHA,2021-01-01,2021-12-31,94
511300,BROADDUS HOSPITAL ASSOCIATION,2021-01-01,2021-12-31,72
673050,ENCOMPASS HEALTH REHABILITATION HOSP,2020-10-01,2021-09-30,60
12008,SSH - BIRMINGHAM,2021-09-01,2022-08-31,38
30069,HAVASU REGIONAL MEDICAL CENTER,2021-09-01,2022-08-31,163
50132,SAN GABRIEL VALLEY MEDICAL CENTER,2021-07-01,2022-06-30,273
52045,KINDRED HOSPITAL BALDWIN PARK,2021-09-01,2022-08-31,91
52049,KINDRED HOSPITAL RANCHO,2021-09-01,2022-08-31,55
53305,LUCILE PACKARD CHILDRENS HOSPITAL,2021-09-01,2022-08-31,394
103045,ENCOMPASS HEALTH REHABILITATION HOSP,2021-01-01,2021-12-31,70
140029,COPLEY MEMORIAL HOSPITAL,2021-07-01,2022-06-30,210
140116,NORTHERN ILLINOIS MEDICAL CENTER,2021-09-01,2022-08-31,311
140211,DELNOR-COMMUNITY HOSPITAL,2021-09-01,2022-08-31,134
140242,CENTRAL DUPAGE HOSPITAL,2021-09-01,2022-08-31,395
141340,VALLEY WEST COMMUNITY HOSPITAL,2021-09-01,2022-08-31,25
142013,OSF HEALTHCARE TRANSITIONAL CARE HOS,2021-09-01,2022-08-31,18
290012,ST. ROSE DOMINICAN - DELIMA,2021-07-01,2022-06-30,10
290045,ST. ROSE DOMINICAN - SIENA,2021-07-01,2022-06-30,326
290053,ST. ROSE DOMINICAN - SAN MARTIN,2021-07-01,2022-06-30,130
312017,ACHS CENTRAL JERSEY,2021-09-01,2022-08-31,50
351304,TURTLE LAKE COMMUNITY HOSPITAL,2021-07-01,2022-06-30,25
351306,COOPERSTOWN MEDICAL CENTER,2021-07-01,2022-06-30,18
351311,LISBON AREA HEALTH SERVICES,2021-07-01,2022-06-30,25
372007,SSH - TULSA / MIDTOWN LLC,2021-09-01,2022-08-31,46
394026,TORRANCE STATE,2021-07-01,2022-06-30,357
450788,CORPUS CHRISTI MEDICAL CENTER,2021-09-01,2022-08-31,421
451316,MADISON ST. JOSEPH HEALTH CENTER,2021-07-01,2022-06-30,15
451360,ST LUKES HEALTH MEMORIAL SAN AUGUST,2021-07-01,2022-06-30,9
452057,NEXUS SPECIALTY HOSPITAL,2021-09-01,2022-08-31,54
454006,TERRELL STATE HOSPITAL,2021-09-01,2022-08-31,305
454008,NTSH - WITCHITA FALLS & VERNON,2021-09-01,2022-08-31,575
454094,MEDICAL CITY GREEN OAKS HOSPITAL,2021-09-01,2022-08-31,124
504002,BHC FAIRFAX HOSPITAL,2021-09-01,2022-08-31,221
512002,SSH - CHARLESTON,2021-09-01,2022-08-31,32
673052,ENCOMPASS HEALTH REHABILITATION HOSP,2021-01-01,2021-12-31,60
41324,ST. VINCENT MORRILTON,2021-07-01,2022-06-30,25
50017,MERCY GENERAL HOSPITAL,2021-07-01,2022-06-30,313
50042,ST ELIZABETH  COMMUNITY HOSPTIAL,2021-07-01,2022-06-30,49
50082,ST. JOHNS REGIONAL MEDICAL CENTER,2021-07-01,2022-06-30,401
50084,ST. JOSEPHS MEDICAL CENTER,2021-07-01,2022-06-30,348
50107,MARIAN MEDICAL CENTER,2021-07-01,2022-06-30,388
50226,ANAHEIM REGIONAL MEDICAL CENTER,2021-07-01,2022-06-30,223
50414,MERCY HOSPITAL OF FOLSOM,2021-07-01,2022-06-30,106
50444,MERCY MEDICAL CENTER MERCED,2021-07-01,2022-06-30,186
50457,ST. MARYS MEDICAL CENTER,2021-07-01,2022-06-30,168
102029,SSH - FORT MYERS,2021-09-01,2022-08-31,60
140286,KISHWAUKEE COMMUNITY HOSPITAL,2021-09-01,2022-08-31,98
143027,MARIANJOY REHAB HOSPITAL & CLINIC,2021-09-01,2022-08-31,125
183028,ENCOMPASS HEALTH REHABILITATION HOSP,2021-01-01,2021-12-31,40
184013,GREEN RIVER VALLEY REGIONAL MENTAL H,2021-07-01,2022-06-30,
190006,UNIVERSITY HOSPITAL & CLINICS,2021-07-01,2022-06-30,52
190298,CENTRAL LOUISIANA SURGICAL HOSPITAL,2021-06-01,2022-06-30,24
193093,LAFAYETTE PHYSICAL REHAB,2021-09-01,2022-08-31,32
193097,COVINGTON AMG REHABILITATION HOSPITA,2021-09-01,2022-08-31,24
241370,ST. GABRIELS HOSPITAL,2021-07-01,2022-06-30,25
252003,SSH - BELHAVEN,2021-09-01,2022-08-31,33
351315,OAKES COMMUNITY HOSPITAL,2021-07-01,2022-06-30,20
351318,CARRINGTON HEALTH CENTER,2021-07-01,2022-06-30,25
351324,MERCY HOSPITAL OF VALLEY CITY,2021-07-01,2022-06-30,25
361302,TWIN CITY HOSPITAL,2021-07-01,2022-06-30,25
363035,SUMMA  REHAB HOSPITAL,2021-02-01,2022-01-31,60
363038,CLEVELAND CLINIC REHABILITATION HOSP,2021-09-01,2022-08-31,180
371306,MERCY HEALTH/LOVE COUNTY,2021-07-01,2022-06-30,25
393304,THE CHILDRENS HOME OF PITTSBURGH,2021-07-01,2022-06-30,
450023,CITIZENS MEDICAL CENTER,2021-07-01,2022-06-30,306
34033,CORNERSTONE BEHAVIORAL HEALTH EL DOR,2021-09-01,2022-08-31,54
50129,ST. BERNARDINE MEDICAL CENTER,2021-07-01,2022-06-30,313
50191,ST. MARY MEDICAL CENTER,2021-07-01,2022-06-30,307
50242,DOMINICAN HOSPITAL,2021-07-01,2022-06-30,222
50280,MERCY MEDICAL CENTER REDDING,2021-07-01,2022-06-30,266
50281,ALHAMBRA HOSPITAL,2021-07-01,2022-06-30,144
50283,VALLEY MEMORIAL HOSPITAL,2021-09-01,2022-08-31,242
50289,SETON MEDICAL CENTER,2021-07-01,2022-06-30,478
50516,MERCY SAN JUAN MEDICAL CENTER,2021-07-01,2022-06-30,377
50735,WHITTIER HOSPITAL MEDICAL CENTER,2021-07-01,2022-06-30,178
50736,MONTEREY PARK HOSPITAL,2021-07-01,2022-06-30,101
51309,JEROLD PHELPS COMMUNITY HOSPITAL,2021-07-01,2022-06-30,17
140008,GOTTLIEB MEMORIAL HOSPITAL,2021-07-01,2022-06-30,201
241380,ST. JOSEPHS AREA HEALTH SERVICES,2021-07-01,2022-06-30,25
330406,SUNNYVIEW HOSPITAL AND REHABILITATIO,2021-07-01,2022-06-30,115
451305,BURLESON ST. JOSEPH HEALTH CENTER,2021-07-01,2022-06-30,15
452034,CORNERSTONE HOSPITAL OF AUSTIN,2021-09-01,2022-08-31,157
510023,WEIRTON MEDICAL CENTER,2021-07-01,2022-06-30,167
673034,ENCOMPASS HEALTH REHABILITATION HOSP,2021-01-01,2021-12-31,60
20024,CENTRAL PENINSULA GENERAL HOSPITAL,2021-07-01,2022-06-30,109
30119,MERCY GILBERT MEDICAL CENTER,2021-07-01,2022-06-30,197
50295,MERCY HOSPITAL,2021-07-01,2022-06-30,229
50737,GARFIELD MEDICAL CENTER,2021-07-01,2022-06-30,210
50738,GREATER EL MONTE COMMUNITY HOSPITAL,2021-07-01,2022-06-30,117
50747,SOUTH COAST GLOBAL MEDICAL CENTER,2021-09-01,2022-08-31,178
102001,SSH - MIAMI,2021-09-01,2022-08-31,47
121306,SAMUEL MAHELONA MEMORIAL HOSPITAL,2021-07-01,2022-06-30,80
130007,ST. ALPHONSUS REGIONAL MED CENTER,2021-07-01,2022-06-30,378
242004,M HEALTH FAIRVIEW BETHESDA HOSPITAL,2021-09-01,2022-08-31,24
312023,SSH - ATLANTIC CITY,2021-09-01,2022-08-31,30
330140,ST. JOSEPHS HOSPITAL HEALTH CENTER,2021-07-01,2022-06-30,431
390012,LANSDALE HOSPITAL,2021-07-01,2022-06-30,140
390032,ALLE-KISKI MEDICAL CENTER,2021-07-01,2022-06-30,188
390050,ALLEGHENY GENERAL HOSPITAL,2021-07-01,2022-06-30,552
390093,CLARION HOSPITAL,2021-07-01,2022-06-30,65
390113,MEADVILLE MEDICAL CENTER,2021-07-01,2022-06-30,232
450211,CHI ST LUKES HEALTH MEMORIAL LUFKIN,2021-07-01,2022-06-30,166
453042,ENCOMPASS HEALTH REHABILITATION HOSP,2021-01-01,2021-12-31,77
673066,ENCOMPASS HEALTH REHABILITATION HOSP,2020-10-01,2021-09-30,60
43029,ENCOMPASS HEALTH REHABILITATION HOSP,2021-01-01,2021-12-31,80
140130,NORTHWESTERN LAKE FOREST HOSPITAL,2021-09-01,2022-08-31,122
141300,THOMAS H BOYD CRITICAL ACC HOSPITAL,2021-09-01,2022-08-31,25
191308,PREVOST MEMORIAL HOSPITAL,2021-09-01,2022-08-31,25
193031,ENCOMPASS HEALTH REHABILITATION HOSP,2021-01-01,2021-12-31,47
204006,ACADIA HOSPITAL,2020-10-01,2021-09-30,68
180011,SAINT JOSEPH LONDON,2021-07-01,2022-06-30,122
180025,FLAGET MEMORIAL HOSPITAL,2021-07-01,2022-06-30,52
240210,HEALTHEAST  ST JOHNS HOSPITAL,2021-01-01,2021-12-31,184
254009,NORTH MISSISSIPPI STATE HOSPITAL,2021-07-01,2022-06-30,50
392045,SSH - MCKEESPORT,2021-09-01,2022-08-31,30
113034,ENCOMPASS HEALTH REHABILITATION HOSP,2021-06-29,2022-09-30,50
140054,MACNEAL HOSPITAL,2021-07-01,2022-06-30,328
140062,PALOS COMMUNITY HOSPITAL,2021-09-01,2022-08-31,352
152013,KINDRED HOSPITAL INDIANAPOLIS NORTH,2021-09-01,2022-08-31,45
192010,INTENSIVE SPECIALTY HOSPITAL,2021-09-01,2022-08-31,196
210044,GREATER BALTIMORE MEDICAL CENTER,2021-07-01,2022-06-30,296
240187,HUTCHINSON HEALTH CARE,2021-01-01,2021-12-31,37
241377,ST. FRANCIS MEDICAL CENTER,2021-07-01,2022-06-30,105
393307,ST CHRISTOPHERS HOSPITAL FOR CHILDR,2021-07-01,2022-06-30,188
394004,DANVILLE STATE,2021-07-01,2022-06-30,161
394054,EAST END BEHAVIORAL HEALTH HOSPITAL,2021-09-01,2022-08-31,49
423035,ENCOMPASS HEALTH REHABILITATION OF G,2021-08-20,2022-09-30,40
520078,ASCENSION ST. FRANCIS HOSPITAL,2021-07-01,2022-06-30,154
713025,NORTH SHORE REHABILITATION HOSPITAL,2021-09-01,2022-08-31,30
54122,NAPA STATE HOSPITAL,2021-07-01,2022-06-30,1418
54146,TELECARE HERITAGE PHF,2021-07-01,2022-06-30,26
54152,TELECARE SANTA CRUZ PHF,2021-07-01,2022-06-30,16
100049,HIGHLANDS REGIONAL MEDICAL CENTER,2020-11-01,2021-10-31,109
100212,HCA FLORIDA OCALA HOSPITAL,2021-09-01,2022-08-31,510
160080,MERCYONE CLINTON MEDICAL CENTER,2021-07-01,2022-06-30,107
161326,MADISON COUNTY MEMORIAL HOSPITAL,2021-07-01,2022-06-30,25
161331,MERCY MEDICAL CENTER - NEW HAMPTON,2021-07-01,2022-06-30,11
161355,KNOXVILLE COMMUNITY HOSPITAL INC,2021-07-01,2022-06-30,25
161361,VAN DIEST MEDICAL CENTER,2021-07-01,2022-06-30,25
181329,SAINT JOSEPH BEREA,2021-07-01,2022-06-30,25
192023,NORTHSHORE EXTENDED CARE HOSPITAL,2021-09-01,2022-08-31,58
201311,DOWN EAST COMMUNITY HOSPITAL,2021-01-01,2021-12-31,25
220001,HEALTHALLIANCE-CLINTON,2020-10-01,2021-09-30,145
220029,ANNA JAQUES HOSPITAL,2020-10-01,2021-09-30,140
230003,SPECTRUM HEALTH ZEELAND,2021-01-01,2021-12-31,55
230197,GENESYS REGIONAL MEDICAL CTR.,2021-07-01,2022-06-30,373
250069,RUSH FOUNDATION HOSPITAL,2021-01-01,2021-12-31,191
323028,LOVELACE REHABILITATION HOSPITAL,2021-09-01,2022-08-31,62
460013,MOUNTAIN VIEW HOSPITAL,2021-09-01,2022-08-31,124
521328,MARSHFIELD MEDICAL CENTER-LADYSMITH,2020-10-01,2020-12-31,25
21304,PETERSBURG MEDICAL CENTER,2021-07-01,2022-06-30,27
30024,ST. JOSEPHS HOSPITAL & MEDICAL CTR,2021-07-01,2022-06-30,553
50060,COMMUNITY REGIONAL MEDICAL CENTER,2021-09-01,2022-08-31,899
50492,CLOVIS COMMUNITY MEDICAL CENTER,2021-09-01,2022-08-31,280
50744,ANAHEIM GLOBAL MEDICAL CENTER,2021-09-01,2022-08-31,189
50745,CHAPMAN GLOBAL MEDICAL CENTER,2021-09-01,2022-08-31,114
50746,ORANGE COUNTY GLOBAL MEDICAL CENTER,2021-09-01,2022-08-31,282
51304,JOHN C. FREMONT HEALTHCARE DISTRICT,2021-07-01,2022-06-30,35
51326,PLUMAS DISTRICT HOSPITAL CAH,2021-07-01,2022-06-30,14
54123,ST. JOSEPHS BEHAVIORAL HLTH CENTER,2021-07-01,2022-06-30,35
143026,SHIRLEY RYAN ABILITYLAB,2021-09-01,2022-08-31,225
150046,TERRE HAUTE REGIONAL HOSPITAL,2021-09-01,2022-08-31,189
271326,BEARTOOTH BILLINGS CLINIC,2021-07-01,2022-06-30,10
271340,MARCUS DALY MEMORIAL HOSPITAL,2021-07-01,2022-06-30,31
292007,LAS VEGAS AMG SPECIALTY HOSPITAL,2021-09-01,2022-08-31,24
351323,CAVALIER COUNTY MEMORIAL HOSPITAL,2021-07-01,2022-06-30,25
381309,LAKE HEALTH DISTRICT,2021-07-01,2022-06-30,24
390072,BERWICK HOSPITAL CENTER,2021-07-01,2022-06-30,90
430016,AVERA MCKENNAN,2021-07-01,2022-06-30,679
450018,THE UNIVERSITY OF TEXAS MEDICAL BR.,2021-09-01,2022-08-31,810
500039,HARRISON MEDICAL CENTER,2021-07-01,2022-06-30,238
500108,ST JOSEPH MEDICAL CENTER,2021-07-01,2022-06-30,328
500141,ST FRANCIS HOSPITAL,2021-07-01,2022-06-30,118
500151,ST ANTHONY HOSPITAL,2021-07-01,2022-06-30,112
530002,CAMPBELL COUNTY MEMORIAL HOSPITAL,2021-07-01,2022-06-30,232
54133,METROPOLITAN STATE HOSPITAL,2021-07-01,2022-06-30,1106
104018,LIFESTREAM BEHAVIORAL CENTER,2021-07-01,2022-06-30,66
214004,SPRINGFIELD HOSPITAL CENTER,2021-07-01,2022-06-30,522
230110,SPECTRUM HEALTH LUDINGTON,2021-01-01,2021-12-31,45
230165,ASCENSION ST JOHN HOSPITAL,2021-07-01,2022-06-30,619
230195,ASCENSION MACOMB-OAKLAND HOSPITAL,2021-07-01,2022-06-30,518
244012,ALEXANDRIA BEHAVORIAL HEALTH HSP,2021-07-01,2022-06-30,16
244013,FERGUS FALLS CBHH,2021-07-01,2022-06-30,16
244014,BEMIDJI BEHAVORIAL HEALTH HSP,2021-07-01,2022-06-30,16
244015,BAXTER BEHAVORIAL HEALTH HSP,2021-07-01,2022-06-30,16
274004,SHODAIR CHILDRENS HOSPITAL,2021-07-01,2022-06-30,86
341314,CAH #1 - WASHINGTON,2020-10-01,2020-12-31,25
374008,JIM TALIAFERRO COMM MENTAL HLTH CNTR,2021-07-01,2022-06-30,14
673071,ENCOMPASS HEALTH REHABILITATION HOSP,2020-10-01,2021-09-30,40
110209,TURNING POINT HOSPITAL,2021-01-01,2021-12-31,69
390009,SAINT VINCENT HOSPITAL,2021-07-01,2022-06-30,348
390039,SOMERSET HOSPITAL,2021-07-01,2022-06-30,56
390090,WESTERN PENNSYLVANIA HOSPITAL,2021-07-01,2022-06-30,288
390231,ABINGTON MEMORIAL HOSPITAL,2021-07-01,2022-06-30,634
454093,SUNRISE CANYON HOSPITAL,2021-09-01,2022-08-31,30
464001,UTAH STATE HOSPITAL,2021-07-01,2022-06-30,355
40041,ST. MARYS REGIONAL MEDICAL CENTER,2021-09-01,2022-08-31,157
52034,KINDRED HOSPITAL SAN FRANCISCO,2021-09-01,2022-08-31,99
100290,THE VILLAGES REGIONAL HOSPITAL,2021-07-01,2022-06-30,307
102032,LANDMARK HOSPITAL OF SOUTHWEST FLORI,2021-09-01,2022-08-31,32
320067,GUADALUPE COUNTY HOSPITAL,2021-07-01,2022-06-30,10
374006,CARL ALBERT COMMUNITY MENTAL HEALTH,2021-07-01,2022-06-30,15
490024,CARILION MEDICAL CENTER,2020-10-01,2021-09-30,722
670143,ASCENSION SETON BASTROP,2021-07-01,2022-06-30,7
40078,NATIONAL PARK MEDICAL CENTER,2021-09-01,2022-08-31,163
51328,TAHOE FOREST HOSPITAL,2021-07-01,2022-06-30,62
100150,LOWER KEYS MEDICAL CENTER,2020-10-01,2021-09-30,122
150012,ST. JOSEPHS REG MED CENTER S. BEND,2021-07-01,2022-06-30,253
161307,HANCOCK COUNTY HEALTH SYSTEM,2021-07-01,2022-06-30,25
161308,FRANKLIN GENERAL HOSPITAL,2021-07-01,2022-06-30,77
161310,ADAIR COUNTY MEMORIAL HOSPITAL,2021-07-01,2022-06-30,25
161311,HAWARDEN REGIONAL HEALTHCARE,2021-07-01,2022-06-30,25
161327,DAVIS COUNTY HOSPITAL,2021-07-01,2022-06-30,25
161340,DECATUR COUNTY HOSPITAL,2021-07-01,2022-06-30,11
161373,RINGGOLD COUNTY HOSPITAL,2021-07-01,2022-06-30,16
261318,SALEM MEMORIAL DISTRICT HOSPITAL,2021-07-01,2022-06-30,43
281309,SYRACUSE AREA HEALTH,2021-07-01,2022-06-30,10
342012,KINDRED HOSPITAL GREENSBORO,2021-09-01,2022-08-31,124
430008,BROOKINGS HEALTH SYSTEM,2021-01-01,2021-12-31,128
452016,KINDRED HOSPITAL SAN ANTONIO,2021-09-01,2022-08-31,59
454014,KERRVILLE STATE HOSPITAL,2021-09-01,2022-08-31,220
460061,LAYTON HOSPITAL,2021-01-01,2021-12-31,36
72003,GAYLORD HOSPITAL  INC,2020-10-01,2021-09-30,137
152013,KINDRED HOSPITAL INDIANAPOLIS NORTH,2021-06-01,2021-08-31,45
191311,BUNKIE GENERAL HOSPITAL,2021-07-01,2022-06-30,24
191319,ACADIA-ST. LANDRY HOSPITAL,2021-07-01,2022-06-30,25
192008,SAGE SPECIALTY CARE HOSPITAL,2021-09-01,2022-08-31,110
194020,BRENTWOOD BEHAVIORAL-SHREVEPORT,2021-01-01,2021-12-31,238
224039,HAVERHILL PAVILION,2021-01-01,2021-12-31,71
301306,FRANKLIN REGIONAL HOSPITAL,2020-10-01,2021-04-30,35
450222,CONROE REGIONAL MEDICAL CENTER,2021-01-01,2021-12-31,295
673079,ENCOMPASS HEALTH REHABILITATION OF W,2021-08-13,2022-09-30,40
713028,ENCOMPASS HEALTH REHABILITATION HOSP,2021-08-20,2022-09-30,40
52037,KINDRED HOSPITAL ONTARIO,2021-09-01,2022-08-31,91
52038,KINDRED HOSPITAL LA MIRADA,2021-09-01,2022-08-31,193
54083,KEDREN COMMUNITY MENTAL HEALTH,2021-07-01,2022-06-30,
62013,KINDRED HOSPITAL AURORA,2021-09-01,2022-08-31,37
100232,HCA FLORIDA PUTNAM HOSPITAL,2021-09-01,2022-08-31,87
102013,KINDRED HOSPITAL CENTRAL TAMPA,2021-09-01,2022-08-31,102
112004,SSH - ES MIDTOWN ATLANTA,2021-09-01,2022-08-31,100
122001,LEAHI HOSPITAL,2021-07-01,2022-06-30,160
150044,BAPTIST HEALTH FLOYD,2021-09-01,2022-08-31,248
152025,CENTRAL INDIANA-AMG SPECIALTY HOSPIT,2021-09-01,2022-08-31,41
160029,MERCY HOSPITAL IOWA CITY,2021-07-01,2022-06-30,211
161300,MERCYONE PRIMGHAR MEDICAL CENTER,2021-07-01,2022-06-30,14
161304,CHI HEALTH MERCY CORNING,2021-07-01,2022-06-30,22
161309,CHI HEALTH - MISSOURI VALLEY,2021-07-01,2022-06-30,25
161323,MITCHELL COUNTY REGIONAL HEALTH CENT,2021-07-01,2022-06-30,25
161328,REGIONAL HEALTH SERVICES OF HOWARD C,2021-07-01,2022-06-30,19
161337,VAN BUREN COUNTY HOSPITAL,2021-07-01,2022-06-30,25
161342,MONROE COUNTY HOSPITAL,2021-07-01,2022-06-30,25
161353,KOSSUTH REGIONAL HEALTH CENTER,2021-07-01,2022-06-30,25
161357,PALO ALTO COUNTY HOSPITAL,2021-07-01,2022-06-30,47
161377,MERCY MEDICAL CENTER-CENTERVILLE,2021-07-01,2022-06-30,39
161378,MERCYONE DYERSVILLE MEDICAL CENTER,2021-07-01,2022-06-30,20
171340,HERINGTON HOSPITAL,2021-07-01,2022-06-30,15
180139,KENTUCKY RIVER MEDICAL CENTER,2021-09-01,2022-08-31,49
182001,KINDRED HOSPITAL LOUISVILLE,2021-09-01,2022-08-31,200
190164,BYRD REGIONAL HOSPITAL,2021-08-01,2022-07-31,49
192004,KPC PROMISE HOSPITAL OF BATON ROUGE,2021-09-01,2022-08-31,54
220066,THE MERCY HOSPITAL,2021-07-01,2022-06-30,180
222007,HEBREW REHABILITATION CENTER,2020-10-01,2021-09-30,717
230029,ST. JOSEPH MERCY HOSPITAL-OAKLAND,2021-07-01,2022-06-30,427
230093,SPECTRUM HEALTH BIG RAPIDS,2021-01-01,2021-12-31,49
230259,CHELSEA COMMUNITY HOSPITAL,2021-07-01,2022-06-30,133
261310,SCOTLAND COUNTY MEMORIAL HOSPITAL,2021-07-01,2022-06-30,25
262018,KINDRED HOSPITAL NORTHLAND,2021-09-01,2022-08-31,50
280009,CHI HEALTH GOOD SAMARITAN,2021-07-01,2022-06-30,195
280105,CHI HEALTH MIDLANDS,2021-07-01,2022-06-30,28
280130,CHI HEALTH LAKESIDE,2021-07-01,2022-06-30,114
281302,PAWNEE COUNTY MEMORIAL HOSPITAL,2021-07-01,2022-06-30,17
281323,CHI HEALTH SCHUYLER,2021-07-01,2022-06-30,25
281342,SAINT MARYS HOSPITAL,2021-07-01,2022-06-30,18
281346,CHI HEALTH PLAINVIEW,2021-07-01,2022-06-30,15
281349,PENDER COMMUNITY HOSPITAL DISTRICT,2021-07-01,2022-06-30,21
292002,KINDRED HOSPITAL LAS VEGAS,2021-09-01,2022-08-31,226
320003,ALTA VISTA REGIONAL HOSPITAL,2021-09-01,2022-08-31,46
362026,SSH - CLEVELAND,2021-09-01,2022-08-31,143
390026,CHESTNUT HILL HOSPITAL,2021-07-01,2022-06-30,148
442007,KINDRED HOSPITAL CHATTANOOGA,2021-09-01,2022-08-31,44
452028,KINDRED HOSPITAL TARRANT COUNTY,2021-09-01,2022-08-31,160
161319,MERCYONE ELKADER MEDICAL CENTER,2021-07-01,2022-06-30,15
161322,DALLAS COUNTY HOSPITAL,2021-07-01,2022-06-30,25
192009,CURAHEALTH NEW ORLEANS LLC,2021-09-01,2022-08-31,80
230022,COMMUNITY HEALTH CENTER BRANCH,2021-01-01,2021-12-31,75
230069,SJMHS - LIVINGSTON,2021-07-01,2022-06-30,42
230174,NORTH OTTAWA COMMUNITY HOSPITAL,2021-07-01,2022-06-30,36
240213,HEALTHEAST WOODWINDS HOSPITAL,2021-01-01,2021-12-31,86
294000,NORTHERN NEVADA ADULT MENTAL HEALTH,2021-07-01,2022-06-30,70
294002,SOUTHERN NEVADA ADULT MENTAL HEALTH,2021-07-01,2022-06-30,289
330030,NEWARK WAYNE COMMUNITY HOSPITAL,2021-01-01,2021-12-31,297
330214,NYU LANGONE HOSPITALS,2021-09-01,2022-08-31,1728
390123,POTTSTOWN MEMORIAL MEDICAL CENTER,2021-07-01,2022-06-30,213
440111,METRO NASHVILLE GENERAL HOSPITAL,2021-07-01,2022-06-30,114
450587,HENDRICK MEDICAL CENTER BROWNWOOD,2021-09-01,2022-08-31,57
504008,LOURDES COUNSELING CENTER,2021-07-01,2022-06-30,22
54114,SAN DIEGO COUNTY PSYCHIATRIC HOSPITA,2021-07-01,2022-06-30,
142009,KINDRED HOSPITAL LAKESHORE,2021-09-01,2022-08-31,72
150076,ST. JOSEPHS REG MED CENTER PLYMOUTH,2021-07-01,2022-06-30,45
160032,MERCYONE - NEWTON MEDICAL CENTER,2021-07-01,2022-06-30,48
161358,WAYNE COUNTY HOSPITAL,2021-07-01,2022-06-30,25
261308,WASHINGTON COUNTY MEMORIAL HOSPITAL,2021-09-01,2022-08-31,25
280060,CHI HEALTH CREIGHTON UNIVERSITY BERG,2021-07-01,2022-06-30,389
430093,SAME DAY SURGERY CENTER,2021-07-01,2022-06-30,6
450253,BELLVILLE MEDICAL CENTER,2021-07-01,2022-06-30,23
52031,BARLOW RESPIRATORY HOSPITAL,2021-09-01,2022-08-31,105
93025,NATIONAL REHABILITATION HOSPITAL,2021-07-01,2022-06-30,137
390156,MERCY CATHOLIC MEDICAL CENTER,2021-07-01,2022-06-30,183
